timestamp,hvac,lighting,lobby,mechanical_room,kitchen
2024-01-18 14:00:00,19.63,8.63,4.11,10.0,2.31
2024-01-18 15:00:00,21.46,6.6,3.49,10.21,3.78
2024-01-18 16:00:00,20.97,9.04,4.55,10.8,2.98
2024-01-18 17:00:00,22.05,6.67,4.53,9.86,6.4
2024-01-18 18:00:00,18.55,8.83,4.27,10.07,7.33
2024-01-18 19:00:00,21.03,8.9,1.61,9.46,3.47
2024-01-18 20:00:00,21.59,7.13,2.03,9.57,2.99
2024-01-18 21:00:00,8.24,7.67,1.5,10.05,3.51
2024-01-18 22:00:00,8.82,7.12,1.15,10.55,3.43
2024-01-18 23:00:00,7.96,0.94,1.63,9.87,2.57
2024-01-19 00:00:00,9.73,0.91,2.13,9.88,2.73
2024-01-19 01:00:00,10.72,1.23,1.2,9.8,3.38
2024-01-19 02:00:00,11.5,1.39,1.39,9.73,1.91
2024-01-19 03:00:00,10.07,1.42,1.62,10.15,2.94
2024-01-19 04:00:00,11.63,0.83,1.48,9.25,2.43
2024-01-19 05:00:00,8.62,0.94,1.21,10.64,2.81
2024-01-19 06:00:00,8.3,0.49,1.84,9.67,2.88
2024-01-19 07:00:00,9.94,7.36,2.2,10.36,6.71
2024-01-19 08:00:00,20.58,8.77,4.1,9.37,6.56
2024-01-19 09:00:00,19.95,9.29,3.55,10.33,2.56
2024-01-19 10:00:00,16.9,7.01,3.23,10.34,3.92
2024-01-19 11:00:00,19.87,7.53,4.13,10.19,3.75
2024-01-19 12:00:00,18.04,7.98,4.55,9.5,6.07
2024-01-19 13:00:00,21.0,8.22,4.24,10.12,8.27
2024-01-19 14:00:00,20.55,7.35,4.0,9.41,2.84
2024-01-19 15:00:00,18.59,8.34,3.71,9.87,3.05
2024-01-19 16:00:00,19.23,7.62,3.45,10.51,2.97
2024-01-19 17:00:00,18.41,7.99,4.42,10.4,6.47
2024-01-19 18:00:00,19.91,8.44,4.46,10.01,7.79
2024-01-19 19:00:00,21.43,8.01,1.04,9.51,3.05
2024-01-19 20:00:00,18.52,7.65,1.98,10.32,2.81
2024-01-19 21:00:00,10.5,7.91,1.67,10.01,2.48
2024-01-19 22:00:00,9.47,7.93,1.92,8.84,2.64
2024-01-19 23:00:00,9.21,0.89,1.1,10.39,2.34
2024-01-20 00:00:00,9.89,0.92,1.09,9.99,3.0
2024-01-20 01:00:00,8.96,1.48,1.46,10.6,2.52
2024-01-20 02:00:00,9.45,1.17,1.65,9.45,2.89
2024-01-20 03:00:00,8.8,0.91,2.04,8.41,3.55
2024-01-20 04:00:00,11.96,1.21,1.71,10.14,3.48
2024-01-20 05:00:00,10.04,0.9,1.43,10.15,2.99
2024-01-20 06:00:00,9.3,1.35,1.19,9.15,2.97
2024-01-20 07:00:00,10.21,8.3,1.87,9.51,8.5
2024-01-20 08:00:00,19.83,7.91,3.52,11.38,7.42
2024-01-20 09:00:00,19.67,8.36,4.81,9.85,2.87
2024-01-20 10:00:00,20.92,6.74,3.86,10.37,2.43
2024-01-20 11:00:00,21.14,7.1,4.8,9.67,3.16
2024-01-20 12:00:00,19.2,7.04,4.34,8.95,7.66
2024-01-20 13:00:00,19.14,8.11,3.93,9.91,6.49
2024-01-20 14:00:00,19.59,9.39,3.74,9.87,3.12
2024-01-20 15:00:00,16.55,9.79,3.83,9.8,2.85
2024-01-20 16:00:00,17.73,8.51,4.21,9.94,2.93
2024-01-20 17:00:00,22.05,8.4,4.04,10.13,5.01
2024-01-20 18:00:00,22.47,6.56,3.7,9.92,6.82
2024-01-20 19:00:00,19.63,7.57,1.45,9.37,3.39
2024-01-20 20:00:00,20.86,7.37,1.52,10.24,2.75
2024-01-20 21:00:00,10.31,7.5,0.86,9.03,3.02
2024-01-20 22:00:00,13.08,7.87,1.64,8.97,2.7
2024-01-20 23:00:00,11.12,0.86,1.21,10.37,3.14
2024-01-21 00:00:00,26.13,0.41,1.15,10.25,2.91
2024-01-21 01:00:00,26.75,1.22,0.99,9.97,2.62
2024-01-21 02:00:00,21.86,0.68,0.96,9.3,3.53
2024-01-21 03:00:00,26.68,1.07,1.09,9.65,3.37
2024-01-21 04:00:00,24.37,1.62,1.29,9.87,2.76
2024-01-21 05:00:00,22.19,0.72,2.09,9.2,3.2
2024-01-21 06:00:00,26.01,0.24,1.34,9.63,3.21
2024-01-21 07:00:00,24.23,7.77,1.55,10.33,7.51
2024-01-21 08:00:00,38.5,8.88,4.2,10.71,5.64
2024-01-21 09:00:00,35.26,9.57,4.07,9.79,3.4
2024-01-21 10:00:00,34.88,7.02,3.96,10.38,2.77
2024-01-21 11:00:00,37.92,8.4,3.4,9.04,2.86
2024-01-21 12:00:00,34.55,7.63,4.73,10.33,9.11
2024-01-21 13:00:00,31.9,7.92,4.9,9.6,7.24
2024-01-21 14:00:00,40.05,10.12,3.16,10.15,2.85
2024-01-21 15:00:00,35.88,6.8,3.49,9.88,2.12
2024-01-21 16:00:00,34.85,8.2,3.86,10.66,3.56
2024-01-21 17:00:00,34.18,8.37,3.52,9.56,5.92
2024-01-21 18:00:00,32.82,8.87,4.25,10.31,6.2
2024-01-21 19:00:00,32.37,8.08,1.28,9.86,2.87
2024-01-21 20:00:00,35.84,8.25,2.15,9.92,3.57
2024-01-21 21:00:00,27.17,7.69,1.86,9.91,3.31
2024-01-21 22:00:00,23.86,8.22,1.56,9.58,2.94
2024-01-21 23:00:00,25.55,0.9,1.81,9.99,3.12
2024-01-22 00:00:00,22.16,1.19,1.83,9.97,2.76
2024-01-22 01:00:00,24.49,0.89,1.33,10.12,3.06
2024-01-22 02:00:00,22.42,1.11,1.26,10.04,3.03
2024-01-22 03:00:00,21.89,0.99,1.52,10.4,3.39
2024-01-22 04:00:00,27.64,1.34,1.76,10.46,3.39
2024-01-22 05:00:00,24.8,0.98,1.54,9.47,3.2
2024-01-22 06:00:00,26.23,0.47,1.03,10.43,2.86
2024-01-22 07:00:00,24.36,9.01,1.26,9.41,7.59
2024-01-22 08:00:00,37.1,7.28,3.96,10.29,6.93
2024-01-22 09:00:00,34.47,7.48,3.96,10.31,2.57
2024-01-22 10:00:00,35.75,7.52,4.99,9.04,2.84
2024-01-22 11:00:00,35.34,9.1,3.31,10.05,3.03
2024-01-22 12:00:00,38.51,6.29,4.25,9.77,7.73
2024-01-22 13:00:00,35.46,10.51,4.74,9.62,6.85
2024-01-22 14:00:00,37.27,8.84,5.14,10.68,2.52
2024-01-22 15:00:00,34.16,8.18,3.8,9.67,3.02
2024-01-22 16:00:00,31.12,7.96,4.25,9.6,3.05
2024-01-22 17:00:00,34.53,8.23,4.28,10.04,7.15
2024-01-22 18:00:00,32.63,8.42,4.1,10.34,7.74
2024-01-22 19:00:00,37.99,8.52,1.47,9.93,3.41
2024-01-22 20:00:00,31.05,8.44,1.63,10.58,2.76
2024-01-22 21:00:00,20.65,8.07,0.74,10.27,2.75
2024-01-22 22:00:00,22.02,7.84,1.7,8.91,2.58
2024-01-22 23:00:00,23.25,0.95,1.54,9.74,3.28
2024-01-23 00:00:00,23.65,0.94,1.43,9.72,3.58
2024-01-23 01:00:00,25.88,1.34,2.11,10.24,2.87
2024-01-23 02:00:00,26.02,1.18,1.3,8.69,2.9
2024-01-23 03:00:00,20.37,0.12,1.38,11.27,3.59
2024-01-23 04:00:00,24.51,1.2,2.1,10.27,3.2
2024-01-23 05:00:00,23.24,1.06,1.25,10.07,3.17
2024-01-23 06:00:00,22.03,0.99,1.33,10.59,2.52
2024-01-23 07:00:00,26.1,7.69,1.46,11.17,7.54
2024-01-23 08:00:00,34.92,8.9,4.42,10.44,6.26
2024-01-23 09:00:00,35.75,8.76,4.1,10.47,2.55
2024-01-23 10:00:00,37.88,7.38,3.35,10.07,2.86
2024-01-23 11:00:00,31.13,8.33,3.73,9.93,2.77
2024-01-23 12:00:00,38.98,7.22,3.7,9.76,6.82
2024-01-23 13:00:00,35.19,6.9,3.96,9.59,5.85
2024-01-23 14:00:00,38.22,7.5,4.21,9.66,3.38
2024-01-23 15:00:00,34.26,8.69,4.21,9.32,3.45
2024-01-23 16:00:00,33.9,8.76,3.11,9.96,2.22
2024-01-23 17:00:00,35.66,8.41,4.53,9.16,7.78
2024-01-23 18:00:00,37.89,8.58,4.13,10.1,6.35
2024-01-23 19:00:00,32.26,8.41,1.92,9.98,3.34
2024-01-23 20:00:00,36.99,7.49,1.63,10.07,2.97
2024-01-23 21:00:00,27.16,8.35,1.83,9.74,3.01
2024-01-23 22:00:00,26.16,8.64,1.64,11.54,2.93
2024-01-23 23:00:00,25.27,1.23,1.9,10.68,3.48
2024-01-24 00:00:00,11.17,1.36,1.66,9.38,2.5
2024-01-24 01:00:00,10.25,1.21,1.47,10.12,3.24
2024-01-24 02:00:00,10.34,1.11,2.18,9.7,3.44
2024-01-24 03:00:00,9.59,1.32,1.77,9.49,3.29
2024-01-24 04:00:00,9.51,0.99,1.67,9.33,3.93
2024-01-24 05:00:00,9.57,0.74,1.12,10.22,2.79
2024-01-24 06:00:00,10.39,0.95,1.11,9.66,3.38
2024-01-24 07:00:00,9.58,7.4,1.59,10.48,6.92
2024-01-24 08:00:00,20.43,7.46,4.07,10.5,7.99
2024-01-24 09:00:00,23.11,7.88,3.69,10.69,3.0
2024-01-24 10:00:00,21.31,7.37,4.07,9.57,2.84
2024-01-24 11:00:00,19.51,7.75,4.79,10.24,3.52
2024-01-24 12:00:00,21.8,6.49,4.35,10.32,6.61
2024-01-24 13:00:00,19.39,8.17,3.43,9.76,5.87
2024-01-24 14:00:00,16.94,8.0,3.94,9.61,2.79
2024-01-24 15:00:00,18.49,7.35,3.6,10.8,3.25
2024-01-24 16:00:00,17.19,8.53,3.81,10.11,3.56
2024-01-24 17:00:00,19.47,8.75,3.79,10.32,7.09
2024-01-24 18:00:00,20.03,6.71,3.76,9.59,8.05
2024-01-24 19:00:00,22.51,7.39,1.12,9.39,2.46
2024-01-24 20:00:00,20.49,7.38,1.46,9.72,2.82
2024-01-24 21:00:00,9.78,7.25,1.33,9.94,2.88
2024-01-24 22:00:00,10.83,8.66,0.62,9.47,2.95
2024-01-24 23:00:00,7.79,0.94,2.12,10.0,3.03
2024-01-25 00:00:00,10.24,0.92,1.83,9.16,3.28
2024-01-25 01:00:00,10.77,0.4,1.39,9.44,2.82
2024-01-25 02:00:00,8.52,1.19,1.51,10.34,3.06
2024-01-25 03:00:00,11.14,0.63,1.15,10.3,2.98
2024-01-25 04:00:00,10.34,1.02,2.01,9.8,2.63
2024-01-25 05:00:00,9.58,1.08,2.07,9.49,2.95
2024-01-25 06:00:00,10.63,1.41,1.55,9.49,2.94
2024-01-25 07:00:00,12.27,6.95,1.81,9.81,6.87
2024-01-25 08:00:00,20.27,5.58,4.09,10.32,7.03
2024-01-25 09:00:00,20.37,8.15,3.33,10.46,3.03
2024-01-25 10:00:00,19.31,9.44,3.79,9.75,2.83
2024-01-25 11:00:00,18.73,8.99,4.07,9.42,3.51
2024-01-25 12:00:00,21.25,8.17,3.77,10.13,6.06
2024-01-25 13:00:00,18.72,7.61,3.89,9.59,6.42
2024-01-25 14:00:00,20.11,8.65,3.95,9.74,4.11
2024-01-25 15:00:00,19.28,7.22,3.96,10.66,2.58
2024-01-25 16:00:00,20.72,8.38,4.03,10.41,2.46
2024-01-25 17:00:00,20.5,8.4,3.47,10.08,7.59
2024-01-25 18:00:00,21.56,8.85,3.64,9.36,5.34
2024-01-25 19:00:00,19.23,10.21,1.11,10.11,2.91
2024-01-25 20:00:00,19.6,8.31,1.79,10.53,3.86
2024-01-25 21:00:00,9.02,7.59,0.87,9.81,2.38
2024-01-25 22:00:00,9.56,7.98,1.85,10.68,2.21
2024-01-25 23:00:00,10.38,0.47,1.92,10.65,2.4
2024-01-26 00:00:00,10.76,0.79,1.41,10.83,3.36
2024-01-26 01:00:00,9.08,0.88,0.72,10.15,3.45
2024-01-26 02:00:00,10.87,0.84,1.39,10.29,2.79
2024-01-26 03:00:00,11.36,1.05,1.48,10.71,3.27
2024-01-26 04:00:00,10.41,0.75,1.2,10.22,3.56
2024-01-26 05:00:00,11.88,1.34,1.35,9.75,3.71
2024-01-26 06:00:00,9.23,1.0,1.96,9.78,2.9
2024-01-26 07:00:00,8.76,7.99,1.7,10.12,5.16
2024-01-26 08:00:00,17.33,7.74,3.54,9.35,6.34
2024-01-26 09:00:00,22.24,8.12,3.2,9.93,2.83
2024-01-26 10:00:00,20.98,8.66,3.84,10.55,2.9
2024-01-26 11:00:00,19.92,7.31,3.89,8.9,2.92
2024-01-26 12:00:00,20.42,7.47,4.25,10.77,7.9
2024-01-26 13:00:00,18.31,7.76,3.73,10.56,8.02
2024-01-26 14:00:00,23.67,6.92,4.26,9.77,2.93
2024-01-26 15:00:00,20.19,7.34,4.97,10.27,3.44
2024-01-26 16:00:00,20.16,7.62,4.41,10.0,3.14
2024-01-26 17:00:00,21.09,8.7,3.98,10.61,7.05
2024-01-26 18:00:00,20.72,8.21,3.91,10.49,7.73
2024-01-26 19:00:00,20.34,8.15,1.39,9.3,3.03
2024-01-26 20:00:00,18.81,8.68,1.85,10.29,3.82
2024-01-26 21:00:00,10.47,7.89,1.31,9.9,2.42
2024-01-26 22:00:00,11.88,8.31,1.51,10.04,2.79
2024-01-26 23:00:00,11.35,0.97,1.52,9.64,2.95
2024-01-27 00:00:00,11.59,1.08,1.35,10.87,3.18
2024-01-27 01:00:00,9.49,0.83,1.09,10.52,3.51
2024-01-27 02:00:00,9.01,0.27,1.6,9.63,2.99
2024-01-27 03:00:00,9.87,0.96,1.48,9.33,2.43
2024-01-27 04:00:00,10.06,1.43,1.65,9.81,3.34
2024-01-27 05:00:00,11.09,1.28,1.34,10.22,3.3
2024-01-27 06:00:00,8.31,1.29,1.87,10.12,2.22
2024-01-27 07:00:00,11.53,8.99,1.24,10.63,7.0
2024-01-27 08:00:00,19.76,8.07,4.86,10.39,5.73
2024-01-27 09:00:00,19.36,8.16,3.13,10.48,2.73
2024-01-27 10:00:00,18.48,7.51,4.22,10.16,2.64
2024-01-27 11:00:00,17.52,7.75,4.24,9.31,3.32
2024-01-27 12:00:00,21.23,8.49,3.6,9.9,7.09
2024-01-27 13:00:00,20.11,8.96,4.21,10.53,5.97
2024-01-27 14:00:00,18.07,7.89,4.64,9.97,3.35
2024-01-27 15:00:00,18.06,7.64,2.89,10.25,2.43
2024-01-27 16:00:00,19.5,8.0,4.25,9.84,3.13
2024-01-27 17:00:00,22.5,8.48,2.75,9.49,6.35
2024-01-27 18:00:00,19.61,6.84,3.52,9.94,6.71
2024-01-27 19:00:00,17.75,6.16,1.99,10.15,3.2
2024-01-27 20:00:00,19.63,7.56,1.33,9.67,3.21
2024-01-27 21:00:00,9.73,7.02,1.15,9.88,3.53
2024-01-27 22:00:00,7.3,7.59,1.44,9.53,2.97
2024-01-27 23:00:00,9.95,0.96,2.12,10.56,3.12
2024-01-28 00:00:00,9.77,0.86,0.95,9.85,2.82
2024-01-28 01:00:00,10.7,1.44,1.18,10.73,3.07
2024-01-28 02:00:00,11.85,1.1,1.95,10.76,3.18
2024-01-28 03:00:00,11.13,1.09,2.06,9.96,2.96
2024-01-28 04:00:00,9.73,1.19,1.47,9.5,2.28
2024-01-28 05:00:00,8.89,0.66,1.13,8.96,3.13
2024-01-28 06:00:00,12.57,1.31,2.13,9.26,3.15
2024-01-28 07:00:00,10.06,7.94,1.98,9.31,6.46
2024-01-28 08:00:00,20.02,8.54,4.34,10.69,5.97
2024-01-28 09:00:00,19.96,7.14,3.59,10.06,3.59
2024-01-28 10:00:00,20.3,6.76,3.98,10.19,3.2
2024-01-28 11:00:00,19.78,8.65,3.92,8.89,2.91
2024-01-28 12:00:00,19.14,8.3,4.17,9.4,6.09
2024-01-28 13:00:00,19.18,7.28,4.73,10.44,6.34
2024-01-28 14:00:00,19.95,7.3,4.44,10.14,3.52
2024-01-28 15:00:00,19.18,8.9,3.46,9.93,3.06
2024-01-28 16:00:00,18.93,7.05,4.69,10.28,2.78
2024-01-28 17:00:00,20.16,9.31,4.16,10.82,7.41
2024-01-28 18:00:00,19.62,7.28,4.34,9.89,6.35
2024-01-28 19:00:00,22.26,8.51,1.94,10.03,3.6
2024-01-28 20:00:00,16.02,7.74,1.17,10.1,3.54
2024-01-28 21:00:00,11.09,8.48,1.49,11.2,2.81
2024-01-28 22:00:00,11.25,7.56,1.34,8.95,2.75
2024-01-28 23:00:00,7.93,0.95,1.03,10.34,1.95
2024-01-29 00:00:00,9.66,1.01,1.6,9.94,2.41
2024-01-29 01:00:00,9.63,0.7,2.25,10.28,2.46
2024-01-29 02:00:00,8.59,1.22,0.95,9.67,3.05
2024-01-29 03:00:00,9.22,0.85,1.49,9.98,2.87
2024-01-29 04:00:00,8.89,0.93,1.69,10.36,2.46
2024-01-29 05:00:00,11.75,0.7,1.54,11.56,2.89
2024-01-29 06:00:00,10.94,0.23,1.47,10.4,3.2
2024-01-29 07:00:00,11.27,7.85,1.11,9.58,7.42
2024-01-29 08:00:00,21.08,9.93,4.12,9.79,5.48
2024-01-29 09:00:00,18.31,8.63,3.62,9.77,2.95
2024-01-29 10:00:00,19.21,7.98,2.91,9.1,2.45
2024-01-29 11:00:00,20.73,7.79,4.6,9.83,3.36
2024-01-29 12:00:00,18.17,8.02,4.48,10.37,7.63
2024-01-29 13:00:00,21.07,8.44,4.03,9.36,6.28
2024-01-29 14:00:00,19.64,7.06,4.11,10.52,2.69
2024-01-29 15:00:00,19.44,8.89,4.54,10.24,2.82
2024-01-29 16:00:00,21.07,8.57,4.11,9.63,2.1
2024-01-29 17:00:00,20.67,8.57,4.45,9.93,7.27
2024-01-29 18:00:00,19.46,8.35,3.85,10.8,6.78
2024-01-29 19:00:00,21.74,8.02,1.89,10.37,3.39
2024-01-29 20:00:00,18.38,8.54,1.6,10.0,2.56
2024-01-29 21:00:00,10.62,8.47,1.56,9.88,2.75
2024-01-29 22:00:00,10.59,7.72,1.12,10.04,2.4
2024-01-29 23:00:00,9.69,0.83,1.59,9.74,2.6
2024-01-30 00:00:00,10.33,1.03,1.25,8.95,2.53
2024-01-30 01:00:00,8.75,1.46,1.31,11.02,3.4
2024-01-30 02:00:00,10.92,0.63,1.26,10.08,2.72
2024-01-30 03:00:00,9.82,0.56,1.18,10.2,3.05
2024-01-30 04:00:00,9.48,1.05,2.14,9.97,2.85
2024-01-30 05:00:00,11.05,1.02,1.9,9.63,2.49
2024-01-30 06:00:00,9.3,1.05,2.08,9.91,2.93
2024-01-30 07:00:00,8.59,8.2,1.13,9.2,7.48
2024-01-30 08:00:00,17.67,7.82,4.04,11.14,6.03
2024-01-30 09:00:00,20.91,9.19,3.35,9.38,3.32
2024-01-30 10:00:00,18.08,6.72,3.65,9.48,2.66
2024-01-30 11:00:00,22.63,7.34,3.54,9.78,2.81
2024-01-30 12:00:00,16.88,7.92,4.62,10.64,7.42
2024-01-30 13:00:00,22.54,6.69,3.8,10.01,6.47
2024-01-30 14:00:00,20.32,7.86,4.53,9.38,3.02
2024-01-30 15:00:00,19.85,9.33,4.3,10.63,2.87
2024-01-30 16:00:00,19.18,8.02,5.15,10.37,3.05
2024-01-30 17:00:00,20.6,8.18,3.26,10.27,5.1
2024-01-30 18:00:00,19.94,6.99,4.63,10.36,5.54
2024-01-30 19:00:00,21.65,7.51,1.84,11.2,3.25
2024-01-30 20:00:00,20.17,7.7,1.21,11.09,3.41
2024-01-30 21:00:00,10.15,7.75,1.8,9.66,2.64
2024-01-30 22:00:00,9.64,9.03,1.6,10.81,2.9
2024-01-30 23:00:00,9.94,1.17,1.43,10.19,3.12
2024-01-31 00:00:00,10.31,0.67,1.25,10.25,3.28
2024-01-31 01:00:00,8.29,1.07,1.28,9.15,2.19
2024-01-31 02:00:00,8.65,1.15,2.11,9.91,2.65
2024-01-31 03:00:00,10.74,1.34,1.5,9.59,2.87
2024-01-31 04:00:00,10.17,1.47,1.73,10.41,3.28
2024-01-31 05:00:00,9.82,0.7,1.26,10.54,4.0
2024-01-31 06:00:00,10.02,0.76,1.27,8.96,2.91
2024-01-31 07:00:00,10.35,6.99,1.82,9.99,5.87
2024-01-31 08:00:00,19.19,7.81,3.33,10.56,7.32
2024-01-31 09:00:00,18.83,8.37,3.79,9.91,3.53
2024-01-31 10:00:00,20.29,8.79,4.02,10.36,3.04
2024-01-31 11:00:00,18.53,7.94,4.06,10.18,2.64
2024-01-31 12:00:00,20.61,7.74,3.91,10.17,7.77
2024-01-31 13:00:00,17.45,8.12,4.2,9.86,7.53
2024-01-31 14:00:00,21.54,7.33,4.35,9.39,2.59
2024-01-31 15:00:00,20.71,9.67,4.37,9.44,3.15
2024-01-31 16:00:00,20.38,6.71,3.51,10.35,3.4
2024-01-31 17:00:00,21.47,8.15,3.86,10.01,7.95
2024-01-31 18:00:00,22.5,9.62,4.6,9.93,6.95
2024-01-31 19:00:00,21.52,8.01,1.77,9.79,2.86
2024-01-31 20:00:00,17.24,7.85,1.09,9.85,3.49
2024-01-31 21:00:00,8.72,7.71,1.61,10.52,2.52
2024-01-31 22:00:00,9.38,7.86,0.91,9.83,3.18
2024-01-31 23:00:00,10.03,1.41,1.51,9.33,2.45
2024-02-01 00:00:00,10.52,0.34,2.07,10.37,3.43
2024-02-01 01:00:00,9.27,1.46,1.22,9.9,2.9
2024-02-01 02:00:00,10.19,0.57,1.25,10.02,3.51
2024-02-01 03:00:00,9.24,0.92,1.73,10.8,3.2
2024-02-01 04:00:00,9.39,0.87,1.04,9.99,2.51
2024-02-01 05:00:00,8.59,1.18,1.31,10.14,3.57
2024-02-01 06:00:00,9.08,0.52,1.68,9.41,3.62
2024-02-01 07:00:00,8.65,8.37,1.31,9.89,7.71
2024-02-01 08:00:00,18.54,9.62,3.88,10.3,6.39
2024-02-01 09:00:00,21.58,6.91,4.37,9.22,2.88
2024-02-01 10:00:00,18.58,8.15,4.21,10.1,3.06
2024-02-01 11:00:00,23.95,7.47,4.13,10.05,2.72
2024-02-01 12:00:00,20.74,8.34,3.83,10.02,8.35
2024-02-01 13:00:00,20.28,8.02,4.19,10.52,7.12
2024-02-01 14:00:00,18.71,7.49,3.94,10.17,1.92
2024-02-01 15:00:00,21.05,8.39,4.23,10.74,3.14
2024-02-01 16:00:00,19.14,9.44,3.75,9.5,2.86
2024-02-01 17:00:00,20.18,7.85,3.91,10.07,6.94
2024-02-01 18:00:00,23.84,8.58,3.51,10.04,6.71
2024-02-01 19:00:00,19.86,6.97,1.49,9.47,3.32
2024-02-01 20:00:00,21.72,7.23,1.26,10.48,3.45
2024-02-01 21:00:00,9.3,8.38,1.17,11.16,3.11
2024-02-01 22:00:00,9.97,9.19,1.58,9.99,2.86
2024-02-01 23:00:00,11.77,1.11,1.56,10.25,2.98
2024-02-02 00:00:00,9.37,0.91,1.73,10.04,3.01
2024-02-02 01:00:00,11.81,1.0,1.37,9.64,2.68
2024-02-02 02:00:00,10.71,0.62,1.62,9.09,3.23
2024-02-02 03:00:00,9.44,1.18,1.67,9.65,3.18
2024-02-02 04:00:00,10.63,1.26,1.63,9.3,3.62
2024-02-02 05:00:00,10.97,0.86,1.25,10.85,3.5
2024-02-02 06:00:00,10.62,0.86,1.54,9.94,2.73
2024-02-02 07:00:00,8.43,8.21,1.61,9.83,7.66
2024-02-02 08:00:00,18.91,7.65,4.0,10.44,6.24
2024-02-02 09:00:00,19.63,7.95,2.96,9.44,3.28
2024-02-02 10:00:00,19.89,9.68,4.08,9.62,2.79
2024-02-02 11:00:00,20.93,7.8,5.11,10.03,2.59
2024-02-02 12:00:00,20.27,7.71,3.82,10.51,7.22
2024-02-02 13:00:00,18.0,7.48,3.64,10.25,4.86
2024-02-02 14:00:00,20.57,8.6,4.19,10.12,2.3
2024-02-02 15:00:00,20.92,7.86,4.16,10.04,2.93
2024-02-02 16:00:00,20.84,7.48,4.6,10.2,3.03
2024-02-02 17:00:00,21.62,9.06,3.37,10.1,6.7
2024-02-02 18:00:00,21.25,9.14,4.37,9.49,5.74
2024-02-02 19:00:00,20.69,7.52,1.68,10.02,2.67
2024-02-02 20:00:00,19.89,6.51,1.46,9.46,3.16
2024-02-02 21:00:00,8.34,8.81,1.6,10.04,3.23
2024-02-02 22:00:00,10.43,7.45,1.81,9.76,2.99
2024-02-02 23:00:00,10.21,1.24,1.76,11.27,3.46
2024-02-03 00:00:00,10.27,0.41,1.16,9.98,3.16
2024-02-03 01:00:00,8.72,1.27,1.75,9.3,2.7
2024-02-03 02:00:00,8.92,0.64,1.48,9.93,2.89
2024-02-03 03:00:00,11.05,1.22,1.52,10.26,2.44
2024-02-03 04:00:00,9.96,1.0,1.52,10.84,2.96
2024-02-03 05:00:00,10.68,0.71,1.45,9.71,3.44
2024-02-03 06:00:00,10.03,0.88,1.86,9.21,3.27
2024-02-03 07:00:00,10.03,8.55,1.47,10.41,8.12
2024-02-03 08:00:00,21.41,8.08,3.44,9.31,6.76
2024-02-03 09:00:00,19.23,8.47,3.8,9.78,3.54
2024-02-03 10:00:00,20.14,9.58,4.09,9.87,2.92
2024-02-03 11:00:00,19.31,6.75,4.61,9.97,3.59
2024-02-03 12:00:00,19.35,9.29,4.3,10.34,6.98
2024-02-03 13:00:00,19.54,8.08,3.57,9.66,7.57
2024-02-03 14:00:00,20.33,7.28,5.24,9.86,3.59
2024-02-03 15:00:00,19.28,6.94,4.13,9.99,2.92
2024-02-03 16:00:00,21.88,7.85,4.64,10.07,3.09
2024-02-03 17:00:00,18.66,8.74,3.92,10.05,8.03
2024-02-03 18:00:00,19.72,7.9,4.27,10.22,6.89
2024-02-03 19:00:00,19.34,9.21,1.75,10.42,2.47
2024-02-03 20:00:00,22.17,6.84,1.87,10.2,3.86
2024-02-03 21:00:00,10.2,7.99,1.82,10.23,2.81
2024-02-03 22:00:00,11.03,7.0,1.76,9.21,3.06
2024-02-03 23:00:00,8.51,1.11,1.41,10.03,3.46
2024-02-04 00:00:00,10.27,1.27,1.33,10.24,2.76
2024-02-04 01:00:00,10.89,0.87,1.6,10.36,2.6
2024-02-04 02:00:00,10.08,0.22,1.78,9.65,3.1
2024-02-04 03:00:00,11.07,1.06,1.43,9.67,2.28
2024-02-04 04:00:00,9.48,1.13,1.82,9.71,2.88
2024-02-04 05:00:00,11.41,1.12,1.94,10.27,3.1
2024-02-04 06:00:00,12.3,1.37,1.23,10.52,2.89
2024-02-04 07:00:00,9.64,7.14,1.25,9.8,5.77
2024-02-04 08:00:00,19.33,8.54,3.93,10.45,8.28
2024-02-04 09:00:00,22.18,8.95,4.15,10.06,3.04
2024-02-04 10:00:00,22.37,6.58,3.74,9.94,3.57
2024-02-04 11:00:00,19.22,8.26,4.68,9.89,2.9
2024-02-04 12:00:00,19.37,7.6,4.21,10.37,6.3
2024-02-04 13:00:00,19.58,7.93,4.02,10.16,7.22
2024-02-04 14:00:00,17.98,8.28,3.28,11.14,2.91
2024-02-04 15:00:00,18.62,7.61,3.34,9.57,2.53
2024-02-04 16:00:00,18.49,7.46,4.14,10.26,3.59
2024-02-04 17:00:00,18.85,8.03,2.93,9.74,6.5
2024-02-04 18:00:00,19.95,7.13,4.51,9.57,5.53
2024-02-04 19:00:00,20.35,7.13,1.45,9.99,3.53
2024-02-04 20:00:00,22.33,8.54,2.47,10.07,2.8
2024-02-04 21:00:00,9.0,7.08,2.19,11.46,2.76
2024-02-04 22:00:00,10.98,8.53,1.45,9.91,2.29
2024-02-04 23:00:00,9.79,1.14,1.47,9.43,3.7
2024-02-05 00:00:00,9.95,10.37,1.8,10.14,2.48
2024-02-05 01:00:00,10.67,9.68,2.01,8.96,3.02
2024-02-05 02:00:00,8.88,10.56,1.01,9.95,3.37
2024-02-05 03:00:00,10.38,9.66,0.96,10.01,3.17
2024-02-05 04:00:00,10.17,10.73,1.31,10.4,2.98
